GEEKAYWIRE,20200813,83.25,88.8,83.25,88,6904
GENESYS,20200813,40,41,39.8,40.7,23094
GENUSPAPER,20200813,5.1,5.3,5.1,5.2,164063
GENUSPOWER,20200813,26.7,26.9,25.7,25.8,154257
GEOJITFSL,20200813,40.9,41,39.45,39.8,319000
GEPIL,20200813,505.85,505.85,495,496.7,15703
GESHIP,20200813,265.1,271,260.1,264.1,135216
GET&D,20200813,113.45,113.45,113,113.45,102032
GFLLIMITED,20200813,94.85,95.9,91,92.25,49784
GFSTEELS,20200813,2.95,2.95,2.95,2.95,1169
GHCL,20200813,149.5,153.5,149.3,152,271323
GICHSGFIN,20200813,100.5,102.3,99,99.55,416676
GICRE,20200813,143,144.8,141.5,141.9,409224
GILLANDERS,20200813,28.9,31.75,28.8,29.15,657
GILLETTE,20200813,5040,5074,5010.15,5026.1,8513
GINNIFILA,20200813,11.85,11.85,11.1,11.65,66100
GIPCL,20200813,77.2,78.9,76.5,77.2,253573
GKWLIMITED,20200813,498.8,499.95,432.7,476.85,369
GLAXO,20200813,1475,1540,1461.65,1524.1,267310
GLENMARK,20200813,466,470.3,461.3,464.65,2103733
GLOBALVECT,20200813,58.5,63,58.45,60,285606
GLOBOFFS,20200813,5.3,5.3,5.1,5.3,11217
GLOBUSSPR,20200813,165.95,170,156,166.7,1049928
GMBREW,20200813,385.25,436,385.25,428.05,840204
GMDCLTD,20200813,42.95,43.8,42.75,42.9,1429527
GMMPFAUDLR,20200813,5920,6120,5510.25,5826.5,111103
GMRINFRA,20200813,21.65,21.9,21.1,21.45,11328648
GNA,20200813,205.1,212.95,204,209.7,99456
GNFC,20200813,171.8,174.2,167.5,169.05,1492138
GOACARBON,20200813,215.7,229,215.65,226,124311
GOCLCORP,20200813,172,178.5,171.1,173.45,45767
GODFRYPHLP,20200813,958.3,967.9,932.2,955.35,56577
GODREJAGRO,20200813,482.3,496.2,475.5,490.25,879271
GODREJCP,20200813,692.8,716.7,690.5,709.2,3535866
GODREJIND,20200813,392,394,376,382.3,273837
GODREJPROP,20200813,880.1,890.95,866.7,872.75,227437
GOKEX,20200813,52.6,57,50.6,53.5,508657
GOKUL,20200813,16.3,16.5,15.25,16.35,40964
GOKULAGRO,20200813,15.35,15.6,14.35,14.95,47108
GOLDBEES,20200813,46.09,46.29,45.68,45.99,5994190
GOLDENTOBC,20200813,22,22,21.3,21.8,16647
GOLDIAM,20200813,113.8,115,112.4,113.6,20981
GOLDSHARE,20200813,4800,4864.95,4776,4788.85,3869
GOLDTECH,20200813,8.05,8.3,8,8.1,70739
GOODLUCK,20200813,41.4,41.85,40.05,40.55,61185
GPIL,20200813,273.15,273.15,273.15,273.15,32204
GPPL,20200813,79.9,80.5,78.35,80,739136
GPTINFRA,20200813,29.95,29.95,28.15,28.55,115475
GRANULES,20200813,319.9,326,316,318.15,2658219
GRAPHITE,20200813,183,188.35,182.1,183.6,625141
GRASIM,20200813,631.8,638,621.5,631.85,3037090
GRAVITA,20200813,52.7,57.1,52.5,53.45,778615
GREAVESCOT,20200813,88.75,91.35,87,87.45,1371963
GREENLAM,20200813,728,739.7,708.35,714.75,5329
GREENPANEL,20200813,47.3,47.3,44.7,45.75,76016
GREENPLY,20200813,85,92.1,84.1,88.05,841397
GREENPOWER,20200813,2.05,2.1,2,2.1,4089491
GRINDWELL,20200813,515,530,511,520.45,48508
GROBTEA,20200813,420.25,435,420.25,432.45,289
GRPLTD,20200813,720,760,696.15,724.85,3246
GRSE,20200813,229.1,236.4,221.5,234,564737
GSCLCEMENT,20200813,28.3,28.3,27.75,28,139375
GSFC,20200813,62.9,62.95,61.1,61.45,991138
GSPL,20200813,214.6,217,212.75,213.15,694945
GSS,20200813,24.7,24.9,22.4,23.25,113023
GTLINFRA,20200813,0.7,0.75,0.65,0.7,15006580
GTNIND,20200813,8.8,8.8,8.05,8.8,4509
GTNTEX,20200813,5.2,5.2,5.2,5.2,250
GTPL,20200813,98.6,103.4,98.5,101.6,133139
GUFICBIO,20200813,93.4,95,93.25,93.65,82422
GUJALKALI,20200813,326,329,323.05,323.85,78677
GUJAPOLLO,20200813,200,200,188.35,192.6,3408
GUJGASLTD,20200813,325,331,323,325.65,1738587
GUJRAFFIA,20200813,11.55,11.55,10.45,10.45,1172
GULFOILLUB,20200813,648.25,663.9,626.2,631.45,55005
GULFPETRO,20200813,40.45,41.5,39.1,40.55,50961
GULPOLY,20200813,51.5,52.65,49.25,50.8,75535
GVKPIL,20200813,2.95,2.95,2.85,2.85,5019869
HAL,20200813,1120,1318.85,1110.05,1288.95,4213377
HARITASEAT,20200813,376.95,380.95,369,370.5,6167
HARRMALAYA,20200813,96,98.2,95,95.75,114893
HATHWAY,20200813,38.25,38.25,37,37.35,544904
HATSUN,20200813,735,749.9,727,740.2,21703
HAVELLS,20200813,605.8,615.15,603.45,612.5,1567671
HAVISHA,20200813,0.7,0.7,0.65,0.7,43227
HBLPOWER,20200813,16.4,17,16.1,16.75,1676944
HBSL,20200813,5.45,5.45,5.45,5.45,230
HCC,20200813,6.1,6.25,6.05,6.2,3747622
HCG,20200813,129.9,130.65,128.5,129.05,250631
HCL-INSYS,20200813,9.95,9.95,9.35,9.4,378618
HCLTECH,20200813,717,729,713.05,724.6,8850424
HDFC,20200813,1818.5,1823.65,1799.55,1804.85,3769538
HDFCAMC,20200813,2340,2353.95,2318.05,2327.45,338176
HDFCBANK,20200813,1067.95,1071.35,1056.5,1059.05,9946370
HDFCLIFE,20200813,610,614,598,599.75,2164504
HDFCMFGETF,20200813,4748.95,4748.95,4691.6,4707.35,21216
HDFCNIFETF,20200813,1193.2,1194.6,1181.03,1183.41,350
HDFCSENETF,20200813,4050,4087.95,4030.08,4049.98,58
HEG,20200813,799.65,805,789,791.05,320917
HEIDELBERG,20200813,179.95,182.6,179.3,179.55,274763
HERCULES,20200813,101,101,96,96.85,226475
HERITGFOOD,20200813,325,325,315,319.8,53285
HEROMOTOCO,20200813,2790,2820,2746.3,2809.65,1299064
HESTERBIO,20200813,1541.9,1575,1485,1507.45,24712
HEXATRADEX,20200813,26.6,26.6,25.5,26.6,154306
HEXAWARE,20200813,400.9,402.5,394.1,395.8,435562
HFCL,20200813,17.05,17.05,15.8,16,3830902
HGINFRA,20200813,189.05,189.7,185,187,68797
HGS,20200813,674.5,689.8,668,681.05,20653
HIKAL,20200813,136.7,138.05,133,133.5,342028
HIL,20200813,1594.45,1620,1560.4,1599.95,15297
HILTON,20200813,10.15,10.5,9.6,10.5,33233
HIMATSEIDE,20200813,82,84,80.1,80.95,372080
HINDALCO,20200813,178,184.6,178,183.55,26526487
HINDCOMPOS,20200813,172.5,190,172.5,185.55,14390
HINDCOPPER,20200813,37.9,39.45,37.65,38.75,1483539
HINDMOTORS,20200813,6.2,6.4,6,6.25,103297
HINDNATGLS,20200813,28,28.5,28,28.45,1896
HINDOILEXP,20200813,82.2,84.8,82.2,82.85,215842
HINDPETRO,20200813,212.25,214.65,209.9,212.35,7984112
HINDUNILVR,20200813,2200,2217,2190.95,2198.65,1453429
HINDZINC,20200813,233.8,241.45,228.55,239.4,4850402
HIRECT,20200813,135,138.7,130.35,136.6,172736
HISARMETAL,20200813,69.4,73,68.5,70.25,10822
HITECH,20200813,114.75,119.5,111.95,114.7,18212
HITECHCORP,20200813,77,87.8,77,84.25,14551
HITECHGEAR,20200813,131.45,133.95,121,126.5,3480
HLVLTD,20200813,4.9,5.35,4.9,5.3,547902
HMVL,20200813,49.95,50.3,48.3,48.4,13936
HNDFDS,20200813,720,743.45,708.55,734,23976
HNGSNGBEES,20200813,350.3,350.3,345.62,348.1,82
HONAUT,20200813,31450,31960,31440,31760.05,2737
HONDAPOWER,20200813,1070,1070,1020,1035.35,7384
HOTELRUGBY,20200813,1.35,1.35,1.3,1.35,4727
HOVS,20200813,38.8,38.8,36.75,37.2,10885
HPL,20200813,34.9,36.35,33.7,35.3,107056
HSCL,20200813,45.7,47.2,45.5,46.35,825339
HSIL,20200813,58.5,63,58.5,61.5,908846
HTMEDIA,20200813,12.5,12.7,12.3,12.5,47356
HUBTOWN,20200813,11.6,11.85,11.3,11.7,30233
HUDCO,20200813,36.2,36.7,35.85,36.1,1185451
IBMFNIFTY,20200813,115.25,118.49,115.1,115.34,468
IBREALEST,20200813,64.5,68.4,62,68.1,7796528
IBULHSGFIN,20200813,223,227.55,211.55,212.7,20829711
IBULISL,20200813,48.8,48.8,47.05,48.55,145571
IBVENTURES,20200813,165,167.8,158.75,163.15,1415937
ICICI500,20200813,152.57,152.95,151.21,152.25,517
ICICIB22,20200813,26.9,26.9,26.25,26.6,178428
ICICIBANK,20200813,368.95,372.35,366.25,368.05,26257725
ICICIBANKN,20200813,222,222.98,219.81,220.07,3569
ICICIBANKP,20200813,121.5,122,119.41,119.73,20892
ICICIGI,20200813,1388,1400,1359.35,1364.15,508040
ICICIGOLD,20200813,45.75,47.45,45.75,46.79,360573
ICICILIQ,20200813,999.94,1000.01,999.94,999.99,12097
ICICILOVOL,20200813,95.97,95.97,94.15,94.49,6827
ICICIM150,20200813,62.35,63.2,62.35,63.18,746
ICICIMCAP,20200813,63.4,63.4,61.02,63.02,54350
ICICINF100,20200813,123.99,124.25,122.42,123.55,2122
ICICINIFTY,20200813,119.55,120,119.15,119.67,45313
ICICINV20,20200813,58,59.3,56.76,57.64,9406
ICICINXT50,20200813,27.05,28.4,27.05,27.68,9973
ICICIPRULI,20200813,480,481,468.8,470.7,1788405
ICICISENSX,20200813,390,415,390,412.75,288
ICIL,20200813,67.5,67.5,63.3,63.8,269426
ICRA,20200813,2595,2635,2564.05,2615.9,1178
IDBI,20200813,40,40.35,39.5,39.65,1469429
IDBIGOLD,20200813,4901.75,4901.75,4716,4831.1,636
IDEA,20200813,8.95,9.15,8.8,9.05,182552196
IDFC,20200813,26.3,28.65,26.15,27.75,48277028
IDFCFIRSTB,20200813,31.3,31.7,30.8,31.35,50576773
IDFNIFTYET,20200813,115.7,117,115.56,115.6,265
IEX,20200813,193.7,195.15,189.55,190,486399
IFBAGRO,20200813,300,304,291.4,297.15,14121
IFBIND,20200813,388,425,385.2,421.05,435239
IFCI,20200813,8.05,8.2,7.4,7.45,13477066
IFGLEXPOR,20200813,129.65,142,129.65,139.25,7569
IGARASHI,20200813,290.7,294,284.8,285.6,138172
IGL,20200813,403,404.3,390.1,393.45,5974776
IGPL,20200813,196.05,198.25,188,189.05,27028
IIFL,20200813,71.5,73.2,71,71.6,558974
IIFLSEC,20200813,40.75,40.75,39.75,40.15,342231
IIFLWAM,20200813,1067.5,1098,1061,1085.15,5915
IITL,20200813,62,62,54.2,55.25,5654
IMAGICAA,20200813,5.1,5.1,4.7,4.9,71388
IMFA,20200813,216.65,224.5,213,215.7,27580
IMPAL,20200813,559.15,560,528.05,546.8,2461
IMPEXFERRO,20200813,0.75,0.8,0.75,0.8,58984
INDBANK,20200813,8.95,9,8.05,8.3,215030
INDHOTEL,20200813,88,98.9,87.75,97.65,24582532
INDIACEM,20200813,117.6,118.8,116.25,116.6,930405
INDIAGLYCO,20200813,292.4,295.2,286.4,291.55,375018
INDIAMART,20200813,2928.8,3050,2910,2962.35,60020
INDIANB,20200813,64.35,65.45,61.8,63.45,2188624
INDIANCARD,20200813,94.8,94.8,92.8,94,604
INDIANHUME,20200813,174.9,174.9,170,171.65,28114
INDIGO,20200813,1035,1179,1035,1161,16902268
INDLMETER,20200813,12.75,12.75,12.55,12.65,109
INDNIPPON,20200813,343.65,347.45,330,338.35,155200
INDOCO,20200813,254.05,256.15,245,246.75,199669
INDORAMA,20200813,16,16,15.55,15.85,33604
INDOSTAR,20200813,259.8,264,250.25,254.2,14931
INDOTECH,20200813,101.95,102.5,99.5,101.3,8118
INDOTHAI,20200813,17.05,17.85,17.05,17.65,2747
INDOWIND,20200813,3.35,3.5,3.2,3.35,45846
INDRAMEDCO,20200813,55.75,56.9,55.05,55.35,185262
INDSWFTLAB,20200813,40.5,40.5,38.2,38.4,21184
INDSWFTLTD,20200813,2.95,2.95,2.75,2.9,14881
INDTERRAIN,20200813,35,35,32.55,32.9,807273
INDUSINDBK,20200813,524,527.55,516.35,518.75,8109165
INEOSSTYRO,20200813,529.9,529.9,485.2,499.05,131717
INFIBEAM,20200813,73.95,74.8,72.4,74.3,560507
INFOBEAN,20200813,119.6,119.6,116.4,116.6,5455
INFRABEES,20200813,331.8,332,327.85,331.29,175
INFRATEL,20200813,195.05,202,193.6,201.4,6355939
INFY,20200813,954.8,968.5,948.25,951.2,5097705
INGERRAND,20200813,631.55,642.85,631.55,636.7,12441
INOXLEISUR,20200813,258,263.7,253.4,259.45,1858766
INOXWIND,20200813,44.8,44.85,41.4,42.1,120243
INSECTICID,20200813,478.9,494,476.05,482.15,108551
INSPIRISYS,20200813,26.4,27.75,26.4,27.05,11642
INTEGRA,20200813,2.3,2.3,2.2,2.3,5507
INTELLECT,20200813,189.2,193.9,186.45,188.7,237445
INTENTECH,20200813,48.8,48.8,44.35,44.45,46024
INVENTURE,20200813,17.8,17.8,17.4,17.7,56508
IOB,20200813,10.7,10.7,10.4,10.5,2095217
IOC,20200813,86.4,87.05,85.95,86.85,11778434
IOLCP,20200813,770,808.5,766.6,781.35,1590328
IPCALAB,20200813,2020,2039,1985,1988.9,256329
IRB,20200813,120.85,122.95,120.4,121.6,2089472
IRCON,20200813,97,97.7,95.6,95.95,966724
IRCTC,20200813,1398,1411.9,1375.1,1384.1,688942
ISEC,20200813,485.8,495.6,485.8,492.6,374040
ISFT,20200813,61.1,65.75,61.1,62.75,3361
ISMTLTD,20200813,4.75,4.9,4.7,4.85,34780
ITC,20200813,203.5,204.2,197.1,201.45,22698994
ITDC,20200813,229.9,241,228.6,233.45,67662
ITDCEM,20200813,45.25,46.15,44.3,44.85,738395
ITI,20200813,142.5,144.9,139.85,140.9,1902169
IVC,20200813,4.05,4.15,3.95,4,88916
IVP,20200813,51.15,51.15,47,48,3907
IVZINGOLD,20200813,4850,4850,4765,4850,61
IZMO,20200813,30.6,30.6,29.1,29.1,18606
J&KBANK,20200813,17.85,17.85,17.1,17.2,1381818
JAGRAN,20200813,39.1,39.5,38.75,39,201804
JAGSNPHARM,20200813,35.9,37.5,35.6,36.25,379361
JAIBALAJI,20200813,20.9,21.5,20.9,21.1,1103
JAICORPLTD,20200813,92.45,92.5,90.7,91.05,1391362
JAINSTUDIO,20200813,3.45,3.6,3.3,3.3,17272
JAMNAAUTO,20200813,36.8,38.9,35.5,38.2,9681918
JASH,20200813,156.95,169.3,150,168.55,118918
JAYAGROGN,20200813,92.05,92.95,89.55,91.6,9445
JAYBARMARU,20200813,206.6,217.8,205,212.65,71131
JAYNECOIND,20200813,3.35,3.35,3.05,3.15,28574
JAYSREETEA,20200813,61.1,62.5,60.1,60.6,76998
JBCHEPHARM,20200813,782.8,782.8,770,776.85,251353
JBFIND,20200813,9.25,9.75,9.25,9.65,40134
JBMA,20200813,224.3,231.5,221.95,223.7,48535
JCHAC,20200813,2040.5,2049,2015.3,2022.75,4874
JHS,20200813,15.3,15.3,14.5,15,102984
JINDALPHOT,20200813,13.75,13.95,13.35,13.6,7366
JINDALPOLY,20200813,441.65,448.45,436,438.15,38572
JINDALSAW,20200813,61.15,61.65,59.8,59.9,706694
JINDALSTEL,20200813,210.2,214.5,209.3,213.1,11508593
JINDRILL,20200813,66,67.95,64.5,67.45,3302
JINDWORLD,20200813,46.2,46.9,45.5,46.25,5826
JISLDVREQS,20200813,12.1,12.2,11.65,11.8,152641
JISLJALEQS,20200813,12.25,12.45,11.7,12.2,3342919
JITFINFRA,20200813,6.9,7.2,6.7,7,8160
JIYAECO,20200813,11,11.45,10.8,11,66352
JKCEMENT,20200813,1512.85,1540.7,1504.9,1509.2,44362
JKIL,20200813,97,99.95,95.7,98.65,203685
JKLAKSHMI,20200813,287.2,287.2,278.5,279.45,195356
JKPAPER,20200813,95,95.8,94.25,94.55,836103
JKTYRE,20200813,64.15,65.4,61.7,63.7,3727525
JMA,20200813,24.9,27.4,23.85,25.2,25055
JMCPROJECT,20200813,53.8,53.8,51.5,52.25,234065
JMFINANCIL,20200813,79.6,80.9,77.9,78.65,1542284
JMTAUTOLTD,20200813,3.5,3.5,3.5,3.5,124347
JOCIL,20200813,186,197,185.95,189.55,60574
JPASSOCIAT,20200813,4.45,4.45,4.45,4.45,3350214
JPINFRATEC,20200813,1.4,1.4,1.35,1.4,5013524
JPOLYINVST,20200813,14.35,15.05,14.35,14.5,1288
JPPOWER,20200813,3.1,3.15,3.1,3.15,1670627
JSL,20200813,43.75,45.2,43.05,44,782498
JSLHISAR,20200813,86.6,87.7,85,85.7,346439
JSWENERGY,20200813,51.1,54.7,51,53.9,6045656
JSWHL,20200813,1995,2033.85,1975,2008.65,1986
JSWSTEEL,20200813,258.1,264,255.85,258.6,14516418
JTEKTINDIA,20200813,74,75,72.5,74.6,953665
JUBILANT,20200813,816.2,832,801,808.15,387432
JUBLFOOD,20200813,1873.6,1909.9,1866.05,1893.2,838862
JUBLINDS,20200813,155.1,187.9,155.1,178.6,899835
JUMPNET,20200813,85.65,87.8,83.1,86.85,1298468
JUNIORBEES,20200813,278.65,288.17,278.65,287.97,40133
JUSTDIAL,20200813,389.95,394,381.95,384.35,593314
JYOTHYLAB,20200813,140.6,140.6,138.5,139.25,403686
KABRAEXTRU,20200813,58.9,70.1,58.5,65.95,450728
KAJARIACER,20200813,411.55,413,402,404.4,151299
KAKATCEM,20200813,151.25,156.6,151.25,154.05,13084
KALPATPOWR,20200813,253,255,240.25,247.35,760277
KALYANIFRG,20200813,142.5,148.8,142.5,148.8,2197
KAMATHOTEL,20200813,31.5,33.85,31.15,32.65,605632
KAMDHENU,20200813,75.5,77,74,75.7,20075
KANANIIND,20200813,4,4,3.85,3.85,961
KANORICHEM,20200813,37.1,38.3,35.05,36.8,41427
KANSAINER,20200813,487,492,473.05,476.65,197392
KAPSTON,20200813,82.65,84.35,73.15,76.55,1165
KARDA,20200813,76.8,80.7,76.4,80.7,28618
KARMAENG,20200813,11.3,11.85,11.3,11.3,288
KARURVYSYA,20200813,35,35.95,35,35.25,2272955
KAUSHALYA,20200813,1.6,1.6,1.6,1.6,14747
KAYA,20200813,226.1,236.8,218.25,236.8,23183
KCP,20200813,63.2,63.8,61.5,62.25,119074
KCPSUGIND,20200813,15.7,16.35,15.45,15.5,254644
KDDL,20200813,135.45,142.2,134,142.2,6804
KEC,20200813,297.4,307.25,294.95,305.1,826218
KECL,20200813,12.45,13.2,12.05,13.2,754088
KEI,20200813,366.9,367,362.8,364.55,146824
KELLTONTEC,20200813,19.8,20.45,19.05,19.45,107072
KENNAMET,20200813,764,910,754.05,832.8,157472
KERNEX,20200813,18.8,19.1,18.7,19,17279
KESORAMIND,20200813,42.8,42.85,40.8,41.5,416603
KEYFINSERV,20200813,42.4,42.4,36.05,38.8,1190
KHADIM,20200813,118,123.75,112.1,123.6,99010
KHANDSE,20200813,9.6,9.6,9.3,9.3,775
KICL,20200813,1299,1435,1280.1,1413.55,4133
KILITCH,20200813,99.95,99.95,93.15,94.05,4639
KINGFA,20200813,522,548,491.3,505.8,13928
KIOCL,20200813,127.8,138.6,124.4,132.7,202204
KIRIINDUS,20200813,507,515.45,503.1,504.85,94158
KIRLFER,20200813,89.75,89.8,86.3,86.75,43369
KIRLOSBROS,20200813,134,136.75,129,130.9,325076
KIRLOSENG,20200813,110.9,110.9,107.1,107.95,65002
KIRLOSIND,20200813,687,694,646,651.3,7769
KITEX,20200813,107.75,110,107.2,108.05,137998
KKCL,20200813,750.1,774.95,750.05,764.35,1740
KMSUGAR,20200813,9.9,10,9.05,9.65,485357
KNRCON,20200813,210.4,218,209.5,215.3,159620
KOKUYOCMLN,20200813,57,58.8,57,57.25,126761
KOLTEPATIL,20200813,155.8,157.35,151.5,152.2,122059
KOPRAN,20200813,70.4,72.4,67,67.8,1489539
KOTAKBANK,20200813,1341.9,1358.5,1333.95,1336.25,3331333
KOTAKBKETF,20200813,225.25,226.47,223.57,223.93,122496
KOTAKGOLD,20200813,464,464,457.6,460.65,66837
KOTAKNIFTY,20200813,117.86,118.02,117.26,117.4,22967
KOTAKNV20,20200813,59.49,59.49,58.66,58.94,6982
KOTAKPSUBK,20200813,147.05,151.7,143.8,144.22,6261
KOTARISUG,20200813,13.65,13.65,12.95,13.05,209907
KOTHARIPET,20200813,15.95,16,15.25,15.7,25160
KOTHARIPRO,20200813,63.1,63.1,60.65,62.35,8295
KPITTECH,20200813,78.55,79.35,77,78.65,322347
KPRMILL,20200813,505.4,573.9,505.4,556.7,367787
KRBL,20200813,299,301.75,288,293.6,434112
KREBSBIO,20200813,90.8,91.9,84,86.25,33559
KRIDHANINF,20200813,3.45,3.5,3.35,3.5,84184
KRISHANA,20200813,50.15,50.15,50.15,50.15,20
KSB,20200813,525.3,529.6,511,514.8,22315
KSCL,20200813,664.7,677.8,593,610.65,2040704
KSERASERA,20200813,0.25,0.3,0.25,0.3,2177001
KSK,20200813,0.5,0.55,0.45,0.5,1259308
KSL,20200813,224.95,229.9,223.5,224.95,62142
KTKBANK,20200813,43.1,43.9,42.6,43.25,1967233
KUANTUM,20200813,53.85,53.85,50.75,52.45,38280
KWALITY,20200813,3.45,3.55,3.3,3.4,688265
L&TFH,20200813,65.9,66.35,65,65.85,13941850
LAKSHVILAS,20200813,21.3,21.3,20.95,21,1605151
LALPATHLAB,20200813,1845.2,1866,1825.55,1854.5,122718
LAMBODHARA,20200813,29.75,32.05,27.75,31.6,57292
LAOPALA,20200813,204.55,208,200,202.4,90273
LASA,20200813,58.1,62.95,57.55,58.35,62710
LAURUSLABS,20200813,1030.05,1082.85,1020,1030.45,1629300
LAXMIMACH,20200813,3208.9,3260.35,3115.15,3129.4,6232
LEMONTREE,20200813,31.75,32.3,30.7,32.3,5041126
LFIC,20200813,52.85,52.95,51.05,51.3,1837
LGBBROSLTD,20200813,230.8,238.85,214.55,231.85,483435
LGBFORGE,20200813,2.6,2.6,2.4,2.6,66123
LIBAS,20200813,44.2,45.85,42.4,44.55,36269
LIBERTSHOE,20200813,136.45,138,135.2,135.85,99902
LICHSGFIN,20200813,268.5,272.1,267.05,270.95,4686173
LICNETFGSC,20200813,21.68,21.7,21.14,21.38,11147
LICNETFN50,20200813,119.5,119.5,118.99,118.99,36
LICNETFSEN,20200813,405,405,386.2,396.19,354
LICNFNHGP,20200813,118.75,118.75,115.5,118.75,74
LINCOLN,20200813,216.15,224.4,215.25,217.05,232879
LINCPEN,20200813,170.7,172,166.95,168.3,1817
LINDEINDIA,20200813,717.3,724,703.25,706.85,33289
LIQUIDBEES,20200813,1000,1000.01,999.99,999.99,1112881
LIQUIDETF,20200813,1000.04,1000.04,999.99,1000,46922
LOKESHMACH,20200813,22.25,23.05,22.15,22.85,27876
LOTUSEYE,20200813,26.85,29.7,26.85,29,16727
LOVABLE,20200813,54.8,65.3,53.7,65.3,618554
LPDC,20200813,1.25,1.25,1.25,1.25,34
LSIL,20200813,0.9,0.95,0.85,0.9,1040432
LT,20200813,957,993.65,951.55,990.7,8816753
LTI,20200813,2517.95,2517.95,2457.05,2471.85,75354
LTTS,20200813,1575,1606.95,1575,1594.7,112222
LUMAXIND,20200813,1420,1469.4,1419.95,1422.65,7845
LUMAXTECH,20200813,99.8,99.8,96.5,98.1,73540
LUPIN,20200813,940.2,946,926.9,930.5,2432963
LUXIND,20200813,1302,1445,1300,1430.9,183052
LYKALABS,20200813,22.4,22.4,21.25,21.45,16795
LYPSAGEMS,20200813,3.8,3.8,3.6,3.65,50342
M&M,20200813,635.15,645.3,628.4,631.45,5773589
M&MFIN,20200813,134,135.25,130.65,134.2,9548406
M100,20200813,17.12,17.3,17.12,17.26,845281
M50,20200813,111,111.7,110.38,111,766
MAANALU,20200813,60.8,62.75,59.2,61.15,21930
MADHAV,20200813,24,24,22.3,23.1,11971
MADHUCON,20200813,2,2,2,2,46145
MADRASFERT,20200813,20.95,20.95,20.5,20.75,841914
MAGADSUGAR,20200813,129.9,130.15,126.1,126.7,16868
MAGMA,20200813,32.9,33.45,32.05,32.25,732550
MAGNUM,20200813,5.75,5.75,5.3,5.75,31465
MAHABANK,20200813,12.2,12.25,12,12.15,2777983
MAHAPEXLTD,20200813,59.9,62.8,59.7,61,960
MAHASTEEL,20200813,101.6,107,97.1,104.4,49856
MAHEPC,20200813,163,165.9,159.7,160.75,87250
MAHESHWARI,20200813,156.1,159.7,155.05,156.1,11408
MAHINDCIE,20200813,115,119.9,113.5,118.7,187402
MAHLIFE,20200813,210,223.95,208.25,218.1,68704
MAHLOG,20200813,296,300,293.2,298.1,354202
MAHSCOOTER,20200813,3047.95,3047.95,2973.8,2997.2,9773
MAHSEAMLES,20200813,212.9,218,212.3,217.05,76468
MAITHANALL,20200813,509.8,520.8,502,504.8,37035
MAJESCO,20200813,786.35,786.35,756.4,782.95,996452
MALUPAPER,20200813,28.4,28.7,28.15,28.2,11711
MAN50ETF,20200813,115,115.6,114.7,114.7,201309
MANAKALUCO,20200813,8.25,8.55,8.1,8.5,22937
MANAKCOAT,20200813,3.85,4.1,3.85,4.1,19757
MANAKSIA,20200813,34.45,37.2,34.05,36.15,115489
MANAKSTEEL,20200813,9.5,9.8,9.25,9.7,31693
MANALIPETC,20200813,21.9,22,21.2,21.45,382502
MANAPPURAM,20200813,155,158,153.8,155.1,10588030
MANGALAM,20200813,100.05,100.05,100.05,100.05,29323
MANGCHEFER,20200813,34.55,34.75,34.25,34.3,127841
MANGLMCEM,20200813,206.55,208.7,202.25,203.1,68678
MANGTIMBER,20200813,9.05,9.05,8.6,8.6,8232
MANINDS,20200813,58.3,58.9,55.25,56,432409
MANINFRA,20200813,20.75,21,20.55,20.9,205140
MANUGRAPH,20200813,10.75,10.75,10.1,10.2,6798
MANXT50,20200813,275.6,277,275.4,276,283
MARALOVER,20200813,12.3,12.9,11.6,12.85,25498
MARATHON,20200813,53.95,58.05,51.1,58.05,35936
MARICO,20200813,367.2,368.75,362.3,366.1,2575663
MARKSANS,20200813,49.3,49.3,47,47.15,1286135
MARUTI,20200813,6729.95,6772,6655,6731.65,1087096
MASFIN,20200813,680,689.5,658,662,37432
MASKINVEST,20200813,54.95,54.95,54.95,54.95,25
MASTEK,20200813,697.9,712.75,693.75,700.6,256094
MATRIMONY,20200813,592.15,603.9,567.5,573.4,8729
MAWANASUG,20200813,28,29.95,28,28.6,25881
MAXVIL,20200813,38.8,38.9,37.5,38.25,90933
MAYURUNIQ,20200813,248.2,248.2,217.65,230,191394
MAZDA,20200813,341.95,352,340.1,344.9,7598
MBAPL,20200813,61,64.05,58,64.05,331
MBECL,20200813,5.05,5.2,4.85,5.15,19009
MBLINFRA,20200813,6.5,6.5,6.2,6.5,67963
MCDHOLDING,20200813,24.95,25.4,24.05,25.1,25398
MCDOWELL-N,20200813,583.9,601,583.35,592,2677214
MCLEODRUSS,20200813,15.95,15.95,15.95,15.95,57361
MCX,20200813,1719.9,1729.75,1675.25,1685.15,219806
MEGASOFT,20200813,7.5,7.9,7.25,7.9,133861
MEGH,20200813,65.4,68.25,65,67.55,2660427
MENONBE,20200813,39.85,42.35,39.7,41.7,89540
MEP,20200813,16.25,17.05,16.25,17.05,109274
MERCATOR,20200813,1.25,1.25,1.15,1.2,1465437
METALFORGE,20200813,4.5,4.6,4.5,4.6,1209
METROPOLIS,20200813,1634.95,1700,1592.45,1689.55,115717
MFSL,20200813,532,537.1,522.2,529.65,740907
MGL,20200813,990.25,1004.8,981,983.95,1108782
MHRIL,20200813,169.95,187,169.4,182.75,338696
MIC,20200813,0.65,0.65,0.65,0.65,67392
MIDHANI,20200813,213.8,217.9,212.25,213.95,805937
MINDACORP,20200813,73.45,76,72.7,74.55,968078
